index,confirmed,released,deceased
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,1,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,1,0,0
35,1,0,0
36,3,0,0
37,4,0,0
38,5,0,0
39,6,0,0
40,7,0,0
41,8,0,0
42,7,0,0
43,7,0,0
44,6,0,0
45,5,0,0
46,5,0,0
47,5,0,0
48,5,0,0
49,7,1,0
50,8,2,0
51,8,1,0
52,9,2,0
53,8,1,0
54,7,2,0
55,8,2,0
56,8,2,0
57,9,3,0
58,12,4,0
59,14,4,0
60,15,4,0
61,15,4,0
62,15,5,0
63,15,4,0
64,12,4,0
65,12,5,0
66,13,5,0
67,13,8,0
68,13,7,0
69,13,8,0
70,13,8,0
71,13,9,0
72,12,9,0
73,14,7,0
74,14,7,0
75,15,6,0
76,16,8,0
77,15,6,0
78,14,6,0
79,13,7,0
80,11,8,0
81,9,10,0
82,7,9,0
83,7,11,0
84,6,11,0
85,5,11,0
86,6,10,0
87,5,9,0
88,4,8,0
89,3,7,0
90,3,9,0
91,3,9,0
92,2,10,0
93,1,10,0
94,1,10,0
95,1,12,0
96,0,11,0
97,1,11,0
98,1,10,0
99,1,10,0
100,2,10,0
101,2,8,0
102,2,6,0
103,2,5,0
104,1,5,0
105,1,5,0
106,1,5,0
107,0,5,0
108,0,5,0
109,0,7,0
110,0,5,0
111,1,5,0
112,1,5,0
113,2,5,0
114,3,4,0
115,3,3,0
116,4,5,0
117,4,5,0
118,3,4,0
119,3,5,0
120,2,5,0
121,2,5,0
122,3,4,0
123,2,6,0
124,2,6,0
125,4,5,0
126,5,6,0
127,5,6,0
128,4,4,0
129,5,2,0
130,7,1,0
131,8,1,0
132,9,0,0
133,10,0,0
134,12,1,0
135,13,2,0
136,12,2,0
137,11,2,0
138,11,2,0
139,10,3,0
140,11,3,0
141,10,2,0
142,10,2,0
143,11,2,0
144,12,3,0
145,13,2,0
146,13,2,0
147,13,4,0
148,12,4,0
149,10,4,0
150,10,4,0
151,9,4,0
152,9,5,0
153,10,4,0
154,10,4,0
155,10,5,0
156,9,5,0
157,8,5,0
158,8,5,0
159,6,10,0
160,7,16,0
161,8,17,0
162,10,18,0
